Maya, an Architect, faces a moral dilemma.;Maya has the opportunity to renovate a park in the city.;As a means to improve some of the park's facilitie, the renovation requires temporarily depriving the community of a beloved recreational space, causing inconvenience and disappointment among residents.;If Maya does not renovate the park, the temporary deprivation of the recreational space and the resulting inconvenience and disappointment would not happen.;Maya renovates the park.
Alejandro, an Engineer, faces a moral dilemma.;Alejandro has the opportunity to upgrade the company's server system.;As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations.;If Alejandro does not upgrade the server system, the temporary halt in the company's operations would not happen.;Alejandro upgrades the server system.
Amir, a Teacher, faces a moral dilemma.;Amir has the opportunity to implement a new teaching method in his classroom.;As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier.;If Amir does not implement the new teaching method, the requirement for students to attend class one hour earlier would not happen.;Amir implements the new teaching method.
Mei, a Nurse, faces a moral dilemma.;Mei has the opportunity to implement a new scheduling system for patient appointments.;As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits.;If Mei does not implement the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would not happen.;Mei implements the new scheduling system.
Amina, a Chef, faces a moral dilemma.;Amina has the opportunity to change the menu of her restaurant.;As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers.;If Amina does not change the menu, the removal of some of the customer's favorite dishes and the resulting disappointment would not happen.;Amina changes the menu.
Isamu, an Artist, faces a moral dilemma.;Isamu has the opportunity to organize an interactive outdoor art exhibit.;As a means to increase local interest in art, the exhibit requires the temporary use of a public space, limiting its availability for regular community activities.;If Isamu does not organize the exhibit, the temporary use of the public space and the resulting limitation on community activities would not happen.;Isamu organizes the exhibit.
Sanaa, a Lawyer, faces a moral dilemma.;Sanaa has the opportunity to conduct a series of intensive mock trials for her law firm's junior associates.;As a means to slightly improve the litigation skills of the junior associates, conducting a series of intensive mock trials requires extra work hours for the junior associates.;If Sanaa does not conduct the mock trials, the extra work hours for the junior associates would not happen.;Sanaa conducts the mock trials.
Diego, a Mechanic, faces a moral dilemma.;Diego has the opportunity to reorganize a workshop for better workflow.;As a means to slightly enhance efficiency in the workshop, the reorganization requires temporarily closing the workshop, delaying service to regular customers.;If Diego does not reorganize the workshop, the temporary closure of the workshop and the resulting delay in service to regular customers would not happen.;Diego reorganizes the workshop.
Amara, a Soldier, faces a moral dilemma.;Amara has the opportunity to test a new, lightweight but less protective combat gear in training exercises.;As a means to test the benefits of lighter gear, it is required to remove some of the gear's heavier protection against bruises.;If Amara does not test the new combat gear, the marginally less protection against bruises would not happen.;Amara tests the new, lightweight combat gear.
Thanh, a Policeman, faces a moral dilemma.;Thanh has the opportunity to initiate a graffiti removal project in local neighborhoods.;As a means to remove unpleasant graffiti, the graffiti removal project requires covering up street murals that have artistic value.;If Thanh does not initiate the graffiti removal project, the covering up of street murals that have artistic value would not happen.;Thanh initiates the graffiti removal project.
